song_id,respondent,prompt,description,similarity
42f15631-a541-4b30-8,7,"rock, pop rock, drums (drum set), classic rock, guitar, bass guitar, 80's, male vocalist, energetic, classic hard rock,","Rock type song with a foreign male voice. Heavy percussion, guitar and bass. Strong vocals.",0.3735
42f15631-a541-4b30-8,13,"rock, pop rock, drums (drum set), classic rock, guitar, bass guitar, 80's, male vocalist, energetic, classic hard rock,",A metal punk rock song with drums and electric guitar with a singer giving a upbeat rhythm,0.3522
42f15631-a541-4b30-8,27,"rock, pop rock, drums (drum set), classic rock, guitar, bass guitar, 80's, male vocalist, energetic, classic hard rock,",Green Day-style heavy rock music. The intense sound of the electric guitar (and bass) is striking. It sounds like the kind of music that would play during a character introduction in a teen movie. ,0.5093
42f15631-a541-4b30-8,36,"rock, pop rock, drums (drum set), classic rock, guitar, bass guitar, 80's, male vocalist, energetic, classic hard rock,","Aggressive rock and roll with a ratchet sounding male artist, with a wild west vibe",0.5431
43d604bc-f7ba-45f9-a,2,"Lara my mother in law, smoking benson hedges in Loveland Colorado. Loves coors light and Taylor’s port. , country, oldies,",I hear guitar music and it's a guy and girl country duet that has guy background vocals.,0.2135
43d604bc-f7ba-45f9-a,21,"Lara my mother in law, smoking benson hedges in Loveland Colorado. Loves coors light and Taylor’s port. , country, oldies,","A fast paced country song backed by a banjo and rattle. Sung alternatively by a woman and man, also what you'd listen at farms or fraternities.",0.2815
43d604bc-f7ba-45f9-a,30,"Lara my mother in law, smoking benson hedges in Loveland Colorado. Loves coors light and Taylor’s port. , country, oldies,","I hear a light swing in the rhythm section, snare and hi-hat sitting forward in the mix, guitars panned wide with a dry tone, and a repeating chord loop that does not modulate to a new key mid phrase.",0.1197
43d604bc-f7ba-45f9-a,33,"Lara my mother in law, smoking benson hedges in Loveland Colorado. Loves coors light and Taylor’s port. , country, oldies,",Country folk feeling song with accompanied parts by both a male and female.,0.2879
43d604bc-f7ba-45f9-a,49,"Lara my mother in law, smoking benson hedges in Loveland Colorado. Loves coors light and Taylor’s port. , country, oldies,",Country music with guitar plauing on the background. A mix of a male and a female voice,0.2865
43eef8c0-03fb-483c-8,4,"A song about a smooth trombone solo, classical, orchestral, symphony, modern classical,",This music has an extremely melancholic and super dramatic feeling. ,0.3939
43eef8c0-03fb-483c-8,12,"A song about a smooth trombone solo, classical, orchestral, symphony, modern classical,","slow, music you would dance to at a ball, very elegant",0.4874
43eef8c0-03fb-483c-8,27,"A song about a smooth trombone solo, classical, orchestral, symphony, modern classical,","It feels like something straight out of a classic movie. It seems like the kind of music that would play during a scene transition—maybe at a wedding, or when a beautiful female lead appears. It’s definitely classical music. ",0.4523
43eef8c0-03fb-483c-8,34,"A song about a smooth trombone solo, classical, orchestral, symphony, modern classical,",A classical orchestral band with wind instruments and a fluid tempo. ,0.4649
43eef8c0-03fb-483c-8,48,"A song about a smooth trombone solo, classical, orchestral, symphony, modern classical,",Classic strings open with swaying background strings. A trumpet is heard in the background getting stronger.,0.5325
45aa2509-8554-4bf3-8,2,"song about rubber ducks in the bath, heavy distorted guitar, deep bass, nu metal, rap rock",I hear electric guitar and drums. A guy is like screaming but not that hard and it sounds like punk but not the hard metal kind where they just scream.,0.4696
45aa2509-8554-4bf3-8,18,"song about rubber ducks in the bath, heavy distorted guitar, deep bass, nu metal, rap rock",Heavy guitar sounds for a rock/metal song. Male voice singing in a metal/rock style. Strong drums. ,0.493
45aa2509-8554-4bf3-8,25,"song about rubber ducks in the bath, heavy distorted guitar, deep bass, nu metal, rap rock",heavy bass rock metal which I dont really resonate with ,0.4755
45aa2509-8554-4bf3-8,35,"song about rubber ducks in the bath, heavy distorted guitar, deep bass, nu metal, rap rock","Driving electronic beat with four-on-the-floor kick, shimmering arpeggiated synths, filtered build-ups, and a euphoric drop featuring soaring, processed vocal chops.",0.3042
45aa2509-8554-4bf3-8,48,"song about rubber ducks in the bath, heavy distorted guitar, deep bass, nu metal, rap rock","Punchy drum intro, then a nu metal male vocalist starts singing with a electric rock guitar for rythmn",0.4975
45b5e210-3659-4726-9,11,"rock, pop rock, alternative rock song about doo doo boy and his doo doo town",punk rop music with loud drums and agressive singing and childish lyrics,0.4038
45b5e210-3659-4726-9,15,"rock, pop rock, alternative rock song about doo doo boy and his doo doo town","High pitched male singings, borderline screaming, also feels heavy metal-y, guitar and drums in the background.",0.3603
45b5e210-3659-4726-9,25,"rock, pop rock, alternative rock song about doo doo boy and his doo doo town",very annoying music hurting my ears I dont like it ,0.1724
45b5e210-3659-4726-9,37,"rock, pop rock, alternative rock song about doo doo boy and his doo doo town",I don't like this. the rock is disturbing and lyrics are somewhat baseless.,0.2403
45b5e210-3659-4726-9,49,"rock, pop rock, alternative rock song about doo doo boy and his doo doo town",Heavy metal vibe. Male growling voice singing about trivial things. Emphasis on the instruments playing,0.4225
479be710-4ceb-4509-8,4,"a song about my dog, jazz, swing, vocal jazz, easy listening,",This music can be described as it is beginning with a grand entry. ,0.3766
479be710-4ceb-4509-8,18,"a song about my dog, jazz, swing, vocal jazz, easy listening,","Older Jazz-sounding song about a dog named Felix. Two male singing voices, one has a deeper voice than the other. Some trumpet music towards the end. I can imagine flappers and early 70s.",0.664
479be710-4ceb-4509-8,23,"a song about my dog, jazz, swing, vocal jazz, easy listening,","This sounds like a song about a movie about a dog, but this is the song they use to promote the movie. It is a retro feeling, maybe black and white, possibly a musical.",0.6115
479be710-4ceb-4509-8,35,"a song about my dog, jazz, swing, vocal jazz, easy listening,","Fast bluegrass tempo with lively banjo picking, fiddle flourishes, upright bass pulses, and tight three-part harmonies delivering an energetic, rustic feel.",0.3385
479be710-4ceb-4509-8,48,"a song about my dog, jazz, swing, vocal jazz, easy listening,","Jazz opening with a man singing, strong horn section with a drum kit in the background. A saxphone solo starts.",0.5242
4ad18a9e-43ea-4de2-b,11,"male vocalist, alternative/indie rock, punk rock, vocal harmonies, melodic, energetic, rebellious, marshall amp, drum fills, passionate, guitar, analog synthesizer,",fast and upbeat music with a man singing and dancing vibes,0.2626
4ad18a9e-43ea-4de2-b,16,"male vocalist, alternative/indie rock, punk rock, vocal harmonies, melodic, energetic, rebellious, marshall amp, drum fills, passionate, guitar, analog synthesizer,","track has a very early 2000s coming of age vibe, male alt rock vocals with steady drums carrying the song",0.34
4ad18a9e-43ea-4de2-b,24,"male vocalist, alternative/indie rock, punk rock, vocal harmonies, melodic, energetic, rebellious, marshall amp, drum fills, passionate, guitar, analog synthesizer,","Fast paced, grunge rock song, with raspy a voice, fitting of a 2000's emo or punk rock teen singing about their struggles. ",0.3793
4ad18a9e-43ea-4de2-b,41,"male vocalist, alternative/indie rock, punk rock, vocal harmonies, melodic, energetic, rebellious, marshall amp, drum fills, passionate, guitar, analog synthesizer,",A loud punk song from the 2000s-2010s sung by someone with spiky colored hair wearing all black. ,0.3918
4ae99a8d-f134-4966-a,9,"Georgia Dobbins and William Garrett's song Please Mr. Postman, beat group, the 60's style",Song sung by a man. Guitar and it gets happier and more upbeat.,0.4148
4ae99a8d-f134-4966-a,15,"Georgia Dobbins and William Garrett's song Please Mr. Postman, beat group, the 60's style","Guitar and drums in the background, with male vocals that are high.",0.4016
4ae99a8d-f134-4966-a,24,"Georgia Dobbins and William Garrett's song Please Mr. Postman, beat group, the 60's style","A more classic rock feel, with a higher-pitched male voice, with a style similar to Billy Joel, reminiscent of the 70's",0.3719
4ae99a8d-f134-4966-a,37,"Georgia Dobbins and William Garrett's song Please Mr. Postman, beat group, the 60's style",This sounds like it could be the theme song of a tv show.,0.3101
4ae99a8d-f134-4966-a,48,"Georgia Dobbins and William Garrett's song Please Mr. Postman, beat group, the 60's style","Classic rock, Piano guitar and drums with very clear male vocals, 70s rock ",0.5101
4cd02c55-36e8-46dd-9,5,"van halen, led zeppelin, game music, energetic, 90s, something similar to van halens aint talking about love",This music can be described as rock and it has a very upbeat tune.,0.4463
4cd02c55-36e8-46dd-9,20,"van halen, led zeppelin, game music, energetic, 90s, something similar to van halens aint talking about love","Hard rock music, high pitched male voice, evident hard drums",0.5136
4cd02c55-36e8-46dd-9,25,"van halen, led zeppelin, game music, energetic, 90s, something similar to van halens aint talking about love",it is an old American song which is not my time it is kinda annoying,0.1345
4cd02c55-36e8-46dd-9,39,"van halen, led zeppelin, game music, energetic, 90s, something similar to van halens aint talking about love","fast, upbeat music that keeps the listener on edge and get some adrenaline flowing to get them motivated about what's to come next",0.5071
4cd02c55-36e8-46dd-9,47,"van halen, led zeppelin, game music, energetic, 90s, something similar to van halens aint talking about love","Heavy distorted guitar chugging away with fast double kicks, felt like metal or hard rock. The rhythm section was doing most of the talking.",0.4901
4ce5fcbf-3111-4a0d-b,1,"upbeat song for motion design portfolio, techno, instrumental no singing",Digital and Techno. This would be playing at any number of clubs in Europe,0.4062
4ce5fcbf-3111-4a0d-b,5,"upbeat song for motion design portfolio, techno, instrumental no singing",This music can be described as super upbeat and it has a cloudy feel.,0.5545
4ce5fcbf-3111-4a0d-b,13,"upbeat song for motion design portfolio, techno, instrumental no singing",A groovy techno beat that is likely to be found during an 8-bit video game level,0.4662
4ce5fcbf-3111-4a0d-b,27,"upbeat song for motion design portfolio, techno, instrumental no singing","Instrumental EDM. Electric house? It sounds like something they’d play in an underground club, and it feels a bit sketchy. I don’t think I’d go to a club that plays songs like this.",0.3736
4ce5fcbf-3111-4a0d-b,36,"upbeat song for motion design portfolio, techno, instrumental no singing","This is techno music, something that would be played in the clubs of Berlin",0.3982
4ce5fcbf-3111-4a0d-b,46,"upbeat song for motion design portfolio, techno, instrumental no singing","techo vibes, has a strong repeating beat, no lyrics, rave music? ",0.5454
4e5af4be-1277-4097-9,4,"Upbeat Reggaeton dance party song with a drop and variety, heavy bass, rythmic, Bad Bunny, feid, daddy yankee, 2023",This music can be described as very upbeat and a funky feeling that is hyper.,0.4939
4e5af4be-1277-4097-9,12,"Upbeat Reggaeton dance party song with a drop and variety, heavy bass, rythmic, Bad Bunny, feid, daddy yankee, 2023","Although I don't know what the lyrics mean, I already like this than all the other foreign songs, spanish dance song",0.492
4e5af4be-1277-4097-9,27,"Upbeat Reggaeton dance party song with a drop and variety, heavy bass, rythmic, Bad Bunny, feid, daddy yankee, 2023","It's pure Latin pop. It reminds me of Shakira. The lyrics are in Spanish, too. It makes me want to get up and shake my booty. The intense beat really stands out.",0.5191
4e5af4be-1277-4097-9,34,"Upbeat Reggaeton dance party song with a drop and variety, heavy bass, rythmic, Bad Bunny, feid, daddy yankee, 2023",A latin style pop/ hip-hop sound that features alternating drum-beats and brass instrumentation. ,0.4631
4e5af4be-1277-4097-9,46,"Upbeat Reggaeton dance party song with a drop and variety, heavy bass, rythmic, Bad Bunny, feid, daddy yankee, 2023",Latin music with storng drums and a male rapper rapping in Spanish. ,0.5835
4e733c89-a6a1-4094-8,9,"Dream pop, ethereal atmospheric song, about lost love, shoegaze, indie pop, bittersweet,",An emotional song sung by a female who has soft vocals. Sounds pleasing to the ear. ,0.5882
4e733c89-a6a1-4094-8,15,"Dream pop, ethereal atmospheric song, about lost love, shoegaze, indie pop, bittersweet,","Soft vocals, feel almost cloudy, very very soft singing and background music that builds up more.",0.5174
4e733c89-a6a1-4094-8,30,"Dream pop, ethereal atmospheric song, about lost love, shoegaze, indie pop, bittersweet,","Low piano chords outline changes while the right hand plays arpeggios, the reverb is fairly wet, a subtle shaker keeps time in the back, and the line climbs stepwise for two measures before pausing on a long tone.",0.2029
4e733c89-a6a1-4094-8,36,"Dream pop, ethereal atmospheric song, about lost love, shoegaze, indie pop, bittersweet,","Relaxing music with a chill beat, a female artist with a gentle voice, with a Marais vibe",0.5314
4e733c89-a6a1-4094-8,47,"Dream pop, ethereal atmospheric song, about lost love, shoegaze, indie pop, bittersweet,","Bright banjo picking and tight harmonies rolling along, campfire folk upbeat Americana vibes.",0.3742
4edf7524-0d23-48f2-9,2,Write a melodic yet comedic song with sombre tones about eating lots of sausage,"This song has drums, guitar, and bass. The lyrics are really weird, but it sounds like a rock song sung by a man with like an echoey back up.",0.252
4edf7524-0d23-48f2-9,19,Write a melodic yet comedic song with sombre tones about eating lots of sausage,I like this but it is honestly pretty slow and not too fast. ,0.1185
4edf7524-0d23-48f2-9,25,Write a melodic yet comedic song with sombre tones about eating lots of sausage,"very cheerful song, inspires me to do better and achieve something ",0.3467
4edf7524-0d23-48f2-9,40,Write a melodic yet comedic song with sombre tones about eating lots of sausage,This is more rock vibes with harder hitting instruments in the background.,0.2321
4edf7524-0d23-48f2-9,49,Write a melodic yet comedic song with sombre tones about eating lots of sausage,Rock music but not heavy metal. Male voice that keeps the same speed and volume level.,0.2503
01d43ee2-c6ff-4b66-a,11,"contemporary r&b, soul jazz, female vocalist, smooth soul, r&b, pop soul, soul, Strong female vocals, funk,",simple and slower melodical song with a good beat and a woman singing,0.2714
01d43ee2-c6ff-4b66-a,15,"contemporary r&b, soul jazz, female vocalist, smooth soul, r&b, pop soul, soul, Strong female vocals, funk,","Chill R&B female vocals, singing about love, bass in the back, mellow pace and vocals harmonizing in bg",0.6399
01d43ee2-c6ff-4b66-a,31,"contemporary r&b, soul jazz, female vocalist, smooth soul, r&b, pop soul, soul, Strong female vocals, funk,","An upbeat dance-pop track featuring bright synthesizer melodies and confident female vocals with a catchy, rhythmic energy",0.3582
01d43ee2-c6ff-4b66-a,40,"contemporary r&b, soul jazz, female vocalist, smooth soul, r&b, pop soul, soul, Strong female vocals, funk,",The beats in the beginning were interesting and the song was nice and slow.,0.2223
01d43ee2-c6ff-4b66-a,47,"contemporary r&b, soul jazz, female vocalist, smooth soul, r&b, pop soul, soul, Strong female vocals, funk,","Country slide guitar and tambourine backbeat, road-trip radio with an earthy mix.",0.4812
0244da5b-f3c0-49b4-b,7,A rap song in the style of Eminem with harpsichord. Fast 90s rap,RNB feeling song. Slow soulful female vocals. Groovy instrumental with a RNB beat and bass line.,0.3794
0244da5b-f3c0-49b4-b,18,A rap song in the style of Eminem with harpsichord. Fast 90s rap,"Strong female singing voice, some jazz/RnB elements in the background.",0.3705
0244da5b-f3c0-49b4-b,25,A rap song in the style of Eminem with harpsichord. Fast 90s rap,very goofy music I wouldn't take it seriously not for me,0.327
0244da5b-f3c0-49b4-b,36,A rap song in the style of Eminem with harpsichord. Fast 90s rap,"This is a chill vibe music with a romantic vibe sung by a lead female singer with a chill voice
",0.3458
0244da5b-f3c0-49b4-b,47,A rap song in the style of Eminem with harpsichord. Fast 90s rap,"Ukulele chords plus a whistled hook, twee sunny indie commercial soundtrack type thing.",0.4374
024669e0-0876-403e-8,11,a song about stubbing your toe in the style of drake,slow and melodic song with good vocals and a romantic vibe,0.2547
024669e0-0876-403e-8,20,a song about stubbing your toe in the style of drake,"High pitched male voice, autotune, more male voice than there is evident instruments",0.2855
024669e0-0876-403e-8,29,a song about stubbing your toe in the style of drake,Sounds like 2000s pop with a man singing. He seems to be singing a love song about a women who left him. ,0.3409
024669e0-0876-403e-8,34,a song about stubbing your toe in the style of drake,A slow paced R&B song with a singer utilizing high vocal range. ,0.33
024669e0-0876-403e-8,43,a song about stubbing your toe in the style of drake,Amazing vocals very nostalgic kind of feel reminds me of a Zayn Malik song with the vocals.,0.3534
04834f9a-eb2e-48b4-9,4,"A folk rock song about three working cocker spaniels name “Abby, Billie, and Punky”",This music can be described as very slow and calm.,0.2753
04834f9a-eb2e-48b4-9,20,"A folk rock song about three working cocker spaniels name “Abby, Billie, and Punky”","Country music with hint of pop, modern voiced male, very subtle and calming music, slow and soft background music",0.3622
04834f9a-eb2e-48b4-9,22,"A folk rock song about three working cocker spaniels name “Abby, Billie, and Punky”","Man singing about a woman, slow repeated singing melody, overlayed voices.",0.3239
04834f9a-eb2e-48b4-9,39,"A folk rock song about three working cocker spaniels name “Abby, Billie, and Punky”","slow, country music that shows some intro music about the internal thoughts of some character in a movie",0.3043
04834f9a-eb2e-48b4-9,43,"A folk rock song about three working cocker spaniels name “Abby, Billie, and Punky”",Chill slow vibe kind of beat feels kind of reminscent and loving feels like a field of sunflowers,0.2741
04a39cf5-a7c3-4d9b-8,3,a song about Mark who feasts like a king. Sax solo. Blues.,"up beat a little. black guy singing with a raspy voice, talking about quail eggs? history embedded",0.3511
04a39cf5-a7c3-4d9b-8,17,a song about Mark who feasts like a king. Sax solo. Blues.,"An upbeat and joyful musical style driven by classic, old-generation trumpet melodies, featuring bright brass tones and lively rhythms that create a nostalgic yet energetic atmosphere.",0.3201
04a39cf5-a7c3-4d9b-8,25,a song about Mark who feasts like a king. Sax solo. Blues.,"trumpets are nice, vocals are nice singer has a good voice",0.275
04a39cf5-a7c3-4d9b-8,36,a song about Mark who feasts like a king. Sax solo. Blues.,"Jazz music with a hotel lobby vibe, sung by a male artist with a relaxing voice",0.4081
05c85698-35f9-4ca9-a,4,A jazz funk song about 4 middle aged men getting funky in New York City,I love how this music has blues and jazz vibes. It makes you want to swing.,0.3837
05c85698-35f9-4ca9-a,18,A jazz funk song about 4 middle aged men getting funky in New York City,Heavy drums in the beginning. English male singing voice with guitar sounds. Upbeat song with the genre somewhere between country and rock.,0.2767
05c85698-35f9-4ca9-a,25,A jazz funk song about 4 middle aged men getting funky in New York City,very subtle music and groovy makes me feel like a 90s movie ,0.2868
05c85698-35f9-4ca9-a,35,A jazz funk song about 4 middle aged men getting funky in New York City,"Bright, tropical house rhythm with bouncy marimba-like synths, light percussion, warm bass groove, and airy male vocals leading into a smooth, summery drop.",0.3685
05c85698-35f9-4ca9-a,47,A jazz funk song about 4 middle aged men getting funky in New York City,"Baritone sax riff over walking bass and brushed swing, smoky late-night jazz club mood.",0.5009
0825d51f-0845-4009-a,0,a sentimental song about love that's lost and hope that it can be found again,"walking down by yourself in the city of newyork in the rain, where you feel like the main character, but no one is actually paying attention to you",0.0887
0825d51f-0845-4009-a,10,a sentimental song about love that's lost and hope that it can be found again,"Calming female singer, and I think the song could be classified as a ballad. The music is very calming, and made up of soft instrumentals.",0.437
0825d51f-0845-4009-a,12,a sentimental song about love that's lost and hope that it can be found again,"Slower, girly love kind of song, this makes me yearn",0.5697
0825d51f-0845-4009-a,24,a sentimental song about love that's lost and hope that it can be found again,"Pop song with emotional female lead voice, progressive backings, reminiscent of a late night in a cabin. ",0.4986
0825d51f-0845-4009-a,37,a sentimental song about love that's lost and hope that it can be found again,This sounds like music I would listen to in a sophisticated restaurant in the background.,0.218
0825d51f-0845-4009-a,49,a sentimental song about love that's lost and hope that it can be found again,"Female voice singing (maybe from the old era). It does not seem a lot modified, close to original",0.3404
0a1282d5-b306-49f4-b,6,"A song about programmer named Emmanuel who became disillusioned with the corporate world and became a baker., jazz, soul jazz,",Idk the type of genre. It's like smooth jazz. There is a keyboard in the background and a woman singing. ,0.447
0a1282d5-b306-49f4-b,17,"A song about programmer named Emmanuel who became disillusioned with the corporate world and became a baker., jazz, soul jazz,","A smooth jazz piece featuring expressive female vocals, supported by soft instrumental accompaniment such as piano, upright bass, and brushed drums, creating a relaxed and elegant atmosphere.",0.4637
0a1282d5-b306-49f4-b,23,"A song about programmer named Emmanuel who became disillusioned with the corporate world and became a baker., jazz, soul jazz,",This sounds like something that would play in a dark cafe while it is gloomy outside. ,0.4285
0a1282d5-b306-49f4-b,33,"A song about programmer named Emmanuel who became disillusioned with the corporate world and became a baker., jazz, soul jazz,",Calming song accompanied by synths and beautiful vocals of a women singing almost like Christmas Carols.,0.3336
0a1282d5-b306-49f4-b,43,"A song about programmer named Emmanuel who became disillusioned with the corporate world and became a baker., jazz, soul jazz,","Quick witty kind of song, seems like something you may see in a dance scene or a theathre",0.4177
0c1cecb1-1601-43cc-8,8,A song about board games dungeons and dragons and fantasy style music,"The music is upbeat and has a pop style of music, yet not modern pop. There is a slight hint of a rock and roll style as well.",0.4037
0c1cecb1-1601-43cc-8,12,A song about board games dungeons and dragons and fantasy style music,"almost like a top gun sounding song, definitely more upbeat and sounds like it's from an action movie",0.3907
0c1cecb1-1601-43cc-8,30,A song about board games dungeons and dragons and fantasy style music,"The track emphasizes percussive attack on downbeats, the harmony stays in a diatonic mode, a secondary line doubles the melody in octaves, and the texture thins to mainly drums and bass in the outro section.",0.4014
0c1cecb1-1601-43cc-8,33,A song about board games dungeons and dragons and fantasy style music,Soundtrack sounding melody with a large focus on loud instrument production accompanied by female vocal melodies.,0.5178
0c1cecb1-1601-43cc-8,49,A song about board games dungeons and dragons and fantasy style music,Female voice singing in english and a plethora of instruments playing in the back. could be used as an intro to a competition,0.4603
0cd8226a-a270-4165-a,0,a country song sung by a man about shopping for a carpet cleaner that will remove cat fur from carpet,"country, the definition of sitting on a truck, cracking open a beer, and talking about how much you hate your wife. very distinct american accent in the song",0.3367
0cd8226a-a270-4165-a,3,a country song sung by a man about shopping for a carpet cleaner that will remove cat fur from carpet,"country music. guitar, drums, good rhythm. good good music . .",0.2499
0cd8226a-a270-4165-a,21,a country song sung by a man about shopping for a carpet cleaner that will remove cat fur from carpet,"A song from a southern rock/country band, similiar to Lynyrd Skynyrd. All 3 main band instruments present, suitable for growing and reaping crops.",0.3608
0cd8226a-a270-4165-a,23,a country song sung by a man about shopping for a carpet cleaner that will remove cat fur from carpet,This sounds like country music I would hear if I walked into a random non-chain gas station in Alabama.,0.3883
0cd8226a-a270-4165-a,39,a country song sung by a man about shopping for a carpet cleaner that will remove cat fur from carpet,"Country, optimistic music that describes some journey that's happening in the wild west",0.4003
0cd8226a-a270-4165-a,48,a country song sung by a man about shopping for a carpet cleaner that will remove cat fur from carpet,"Country music, male singer, sreetching guitar in the background, Lyrics are like a commercial, ends softly",0.5684
0d11dd6d-73de-4101-a,3,write a slow down temp catchy riff that is heavy and easy to hum and tuned to c standard,"rock and roll. screaming while singing. can easily understand their words, tough to listen to",0.2226
0d11dd6d-73de-4101-a,21,write a slow down temp catchy riff that is heavy and easy to hum and tuned to c standard,"A head-banging metal song, with extremely overdriven guitar riffs, and a cool solo. Very similiar to metallica.",0.3406
0d11dd6d-73de-4101-a,28,write a slow down temp catchy riff that is heavy and easy to hum and tuned to c standard,Metal or hard rock. Slow english signing/chanting by male. Eletric guitar solo.,0.3104
0d11dd6d-73de-4101-a,38,write a slow down temp catchy riff that is heavy and easy to hum and tuned to c standard,Heavy metal song with a male voice singing over it. Very grunge and sounds a bit like old 2000s metal that you would hear in a garage.,0.3163
0d11dd6d-73de-4101-a,49,write a slow down temp catchy riff that is heavy and easy to hum and tuned to c standard,"Rock music with some heavy metal elements. Male, growling voice and electric guitar use are present",0.2961
0e4f6e42-e8a1-4618-9,5,"Instrumental orchestral, cinematic music about a girl and her Robot best friend",This music can be described as very dramatic and melancholic.,0.409
0e4f6e42-e8a1-4618-9,20,"Instrumental orchestral, cinematic music about a girl and her Robot best friend","Very tense music, sounds like a boat journeying on an ocean, sounds like old Victorian chello",0.3346
0e4f6e42-e8a1-4618-9,31,"Instrumental orchestral, cinematic music about a girl and her Robot best friend","A somber medieval ballad featuring low, resonating cello melodies and steady orchestral percussion. Feels like a cinematic atmosphere of knights and dragons.",0.401
0e4f6e42-e8a1-4618-9,41,"Instrumental orchestral, cinematic music about a girl and her Robot best friend","An orchestrated movie sound track with violin, horns, piano. Begins with the opening title then moves to a sad epilogue scene ",0.5565
0e4f6e42-e8a1-4618-9,48,"Instrumental orchestral, cinematic music about a girl and her Robot best friend","French horn opens, wide open sound, strings widen the sound, softer now with string no horn",0.1007
0f2e29c0-780e-45ae-b,3,"a day in the life of a kickboxing worrier, trap, rap, hiphop","rap style music. continued beat drops in the song, young guy talking about his life.",0.4639
0f2e29c0-780e-45ae-b,18,"a day in the life of a kickboxing worrier, trap, rap, hiphop","Male voice rapping, maybe with some autotune? Heavy beats common in hiphop and rap songs. ",0.4139
0f2e29c0-780e-45ae-b,31,"a day in the life of a kickboxing worrier, trap, rap, hiphop",mid-tempo track featuring melodic rap vocals over a crisp trap beat with heavy bass and polished synthesizers,0.4411
0f2e29c0-780e-45ae-b,41,"a day in the life of a kickboxing worrier, trap, rap, hiphop","A rap song you'd listen to while driving at night sung by someone with a very slight british accent. Good beats. Layered with different sounds ""yah"" ""dah"" ""bet"" ""pheww""",0.4219
115645aa-6751-4e25-8,3,A house song about finding a 20 in an old jacket,"techno themed, woman singing about a jacket, fast paced, . .",0.453
115645aa-6751-4e25-8,20,A house song about finding a 20 in an old jacket,"Beat sounds like a video game, older female drawn out voice, sounds like drums and piano in background",0.4004
115645aa-6751-4e25-8,28,A house song about finding a 20 in an old jacket,Euro-beat/EDM/dance type song. English female singer. Synth and fast pacing.,0.3595
115645aa-6751-4e25-8,34,A house song about finding a 20 in an old jacket,A electronic sound with upbeat lyrics and a steady consistent drum beat. ,0.2941
115645aa-6751-4e25-8,45,A house song about finding a 20 in an old jacket,"Girl singing, very upbeat with a steady beat coming through. Could be in like an 80s movie.",0.3388
122a5bd5-7657-4161-a,8,"Train the Trainers _ AI Summer camp , pop, r&b,","This song is a more alternative style, with minimal lyrics and word play, the focus is more on the singular trumpet style instrument in the background. ",0.181
122a5bd5-7657-4161-a,14,"Train the Trainers _ AI Summer camp , pop, r&b,","e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",0.2289
122a5bd5-7657-4161-a,24,"Train the Trainers _ AI Summer camp , pop, r&b,","Funky groove with a fast guitar chords, and smooth male vocals, gives the vibe of disco. ",0.2276
122a5bd5-7657-4161-a,35,"Train the Trainers _ AI Summer camp , pop, r&b,","Mid-tempo reggae groove with offbeat guitar skanks, deep rolling bassline, relaxed drum pattern, and smooth, laid-back vocals conveying a sunny, easygoing mood.",0.2547
122a5bd5-7657-4161-a,42,"Train the Trainers _ AI Summer camp , pop, r&b,","very upbeat, jazzy, saxophone, fast-paced, male singer/chorus, backbeat is a maraca or something, could've been an ad",0.3143
12c3b33c-37c3-42e9-b,1,"A song about April eight 2024 total solar eclipse and biblical conspiracy , hip hop,","Don't know the name of this genre. Other people it reminds me of would be like MF Doom but more inspirational and a little slower. Although, the autotune really takes away on this one",0.2512
12c3b33c-37c3-42e9-b,6,"A song about April eight 2024 total solar eclipse and biblical conspiracy , hip hop,","The beginning eerie, there is a woman rapping with not a lot of instruments in the background, giving it a spooky sound. Their rapping is fast. It sounds like it could be like a song that they start a concert with.",0.3772
12c3b33c-37c3-42e9-b,15,"A song about April eight 2024 total solar eclipse and biblical conspiracy , hip hop,","Slow start with low background music with high emphasis on vocals, pace is faster (like rapping)",0.2759
12c3b33c-37c3-42e9-b,30,"A song about April eight 2024 total solar eclipse and biblical conspiracy , hip hop,","Synth pads swell slowly behind a plucked ostinato pattern, a filtered noise layer adds air in the high end, the kick is tight and short, and the form returns to a recognizable opening idea near the end.",0.0932
12c3b33c-37c3-42e9-b,32,"A song about April eight 2024 total solar eclipse and biblical conspiracy , hip hop,",rap music with little to no music in the background ,0.3568
12c3b33c-37c3-42e9-b,43,"A song about April eight 2024 total solar eclipse and biblical conspiracy , hip hop,","Rap vibe depicting some sort of dark thoughts kind of phase, would listen to when im feeling kind of sad",0.4443
168acd2c-563d-4357-b,10,Create a hip hop beat like 4th Disciple from Wu-Tang and Stoupe from Jedi Mind Tricks,"Very laid-back, reminds me of music that would be played in a jazz lounge. The music consists of a synthesizer and a tuba, for the most part.",0.2944
168acd2c-563d-4357-b,18,Create a hip hop beat like 4th Disciple from Wu-Tang and Stoupe from Jedi Mind Tricks,"Significant consistent beat in the background, some trumpet perhaps? Evokes some feelings of danger and is still upbeat. ",0.2744
168acd2c-563d-4357-b,23,Create a hip hop beat like 4th Disciple from Wu-Tang and Stoupe from Jedi Mind Tricks,This reminds me of the lo-fi background music I would hear while playing Roblox cafes. ,0.3082
168acd2c-563d-4357-b,39,Create a hip hop beat like 4th Disciple from Wu-Tang and Stoupe from Jedi Mind Tricks,mix of blues and hip hop with the saxophone and beats. gives a party/club vibe,0.4159
